,score,description,date
1015,2,"TERNHO POUCO A FALAR, RECEBI A UNS DIAS E NÃO FIZ MUITO USO, COMPREI ESTE MPARA SUBSTITUIR OUTRO DA MESMA MARCA QUE COMPREI A TEMPOS E ME ATENDEU MUITO BEM.",10 de maio de 2021
1016,2,"Já havia utilizado este modelo é tornei a comprar porque é um preço justo, mouse leve  e com resposta rápida.Super recomendo!",26 de novembro de 2020
1017,2,"Bom custo benefício, serve para o propósito (trabalho)",17 de dezembro de 2020
1018,2,O produto cumpre o que promete. É ótimo. Custo benefício também ótimo. Quanto ao prazo de entrega estipulado pela Amazon ele surpreendeu: entregou 8 dias antes. Isto é muito gratificante,29 de julho de 2020
1019,2,O produto vem de acordo com as especificações!,15 de setembro de 2020
1020,2,"Produto com um bom design, e prático de utilização. Acredito que poderia ser um pouco mais leve, quando movimento o mouse tenho a sensação de peso... Mas ele é um ótimo produto!",24 de abril de 2020
1021,2,Ótimo,15 de julho de 2021
1022,2,"Funciona super bem, atendimento maravilhoso e não tive nenhum problema com a instalação e nem com a entrega (super rápida). Já é o segundo que compro e não me arrependo.",20 de abril de 2020
1023,2,Excelente! A marca é líder internacional em Mouses... Minha mãe adorou!,29 de julho de 2019
1024,2,Muito bom. Entrega muito rápida. Funciona perfeitamente.,9 de março de 2021
1025,2,"Produto incrível, precisão, ergonomia e uma duração de bateria invejável.Recomendo a compra do produto com este vendedor. Entrega muito rápida, antes do prazo estabelecido.",28 de outubro de 2020
1026,2,"Ótimo, não consome muita pilha. Ergonômico",13 de novembro de 2021
1027,2,É lindo! Combinou perfeitamente com meu notebook. A precisão dele é impressionante! Chegou rápido e bem embalado.,7 de outubro de 2021
1028,0,"o mouse parou de funcionar do nada, com quatro meses de uso. a luz não acende, o computador reconhece quando o receptor é inserido na entrada usb, mas não funciona.",19 de julho de 2021
1029,2,"USO ELE NO PC E NO SMARTPHONE, É BEM RESISTENTE ESTOU ADORANDO",10 de setembro de 2020
1030,0,"o mouse trava toda hora, testei com outros mouses, troquei a pilha e o problema é o produto mesmo que fica caindo a conexão a todo momento atrapalhando meu trabalho",18 de novembro de 2021
1031,2,"Bom produto para uso moderado, no meu caso utilizo para trabalho e me atendeu.",14 de janeiro de 2021
1032,2,Tem um formato agradável para o uso prolongado e atende as demandas simples de uso pra trabalho e estudo,13 de julho de 2020
1033,2,"O produto é muito bom, não tive problemas até o momento.Não testei em jogos, apenas para estudo, e para esse propósito me atendeu muito bem",12 de junho de 2021
1034,2,"Ele é bem pequeno e pouco preciso, mas ainda melhor do que a maioria da mesma faixa de preço. Pra games e/ou edição, esqueça. Mas quebra o galho.",16 de maio de 2021
1035,2,"Bom Produto e de acordo com a descrição, mas o frete foi muito caro",13 de junho de 2020
1036,2,"Leve, confortável e com grande autonomia. Ótimo para trabalhos com aplicativos de escritório. A precisão não é perfeita, então não recomendado para jogos.",12 de agosto de 2020
1037,2,"o mouse é bem robusto, para uso geral ele é muito bom, só para gamer que acho que não vale a compra para este uso, mas em geral ele tem uma boa qualidade.",15 de agosto de 2020
1038,2,"Uso no dia a dia do notebook, é leve, versátil e preciso.",14 de dezembro de 2021
1039,2,"Eu estranhei um pouco o tamanho, o meu anterior era gigante. Mas nada a reclamar, acabamento de primeira, bonito, leve e muito preciso..",19 de novembro de 2020
1040,2,O mouse é muito bom. Funciona perfeitamente é veio sem qualquer defeito. Muito prático de usar e bonito.,19 de setembro de 2021
1041,2,"É excelente, levando em conta o custo-benefício. O material é resistente/mediano. Trata-se de um mouse básico, mas com qualidade. Atendeu as expectativas.",22 de novembro de 2021
1042,2,"Antes usava outro mouse, um  pouco mais barato. Este compensou, ótimo custo benefício. Já se percebe na qualidade do material. Ele responde bem, cliques mais precisos e é rápido.",10 de dezembro de 2020
1043,2,"Ótimo produto, com excelente custo benefício",3 de maio de 2021
1044,2,Muito bom,30 de dezembro de 2021
1045,2,Muito leve e permite boa posição da mão.,30 de agosto de 2021
1046,2,"Chegou super rápido, bem embalado e sem marcas de uso. Responde rápido aos comandos e é confortável. Estou satisfeita com a compra.",27 de setembro de 2021
1047,2,"Ergonômico, eficiente e o principal, super econômico. As baterias duram muito mais.",25 de junho de 2021
1048,2,"Entrega o que é prometido, basta confirmar que a bateria dura o que é prometido. :)",15 de janeiro de 2022
1049,2,"Além da rapidez na entrega, o produto veio bem embalado e condiz com o anunciado. Produto muito bom para programas de edição, tanto de fotos como vídeos.",14 de novembro de 2020
1050,2,Ótimo custo-benefício!,15 de outubro de 2021
1051,2,"Ja comprei 3 destes para meus aparelhos, muito bom! Não recomendo para jogos, possui delay",20 de abril de 2021
1052,2,"Gostei muito, ele é muito preciso e ergonômico. Para o meu uso é perfeito, trabalho e não games.",22 de julho de 2021
1053,2,"O produto foi entregue antes da data indicada. O mouse é 5 estrelas na precisão e o design ergonómico é nota 10. Até agora não tive qualquer problema, só elogios.",11 de maio de 2021
1054,2,"Excelente mouse, ótimo pra quem tem mão pequena, encaixa certinho na mão. Não sei se pra quem tem a mão maior vai ficar confortável. Mas no geral super recomendo!",18 de agosto de 2020
1055,2,"Fiquei feliz com a compra. Ótimo custo benefício.Só achei o ""botão"" um pouco frágil. Não quebrou nem nada, apenas a sensação que é frágil.",23 de setembro de 2021
1056,2,"Extremamente satisfeito com a compra.Mouse excelente.Preciso, tamanho adequado, clique suave e a entrega foi super rápida.Amazon sendo Amazon!!!",18 de janeiro de 2022
1057,2,"Bastante prático, conectei e estou utilizando. Não é necessário instalações complexas nem nada disso. Vantagem de ja vir a pilha dentro, ou seja, pronto para uso.",14 de julho de 2021
1058,2,"Estava procurando um mouse que funcionasse bem no MacBook e este superou todas as expectativas. Entrega mais que expressa, chegou em menos de 24hrs, bem embalado.",3 de dezembro de 2021
1059,2,Muito satisfeita e foi entregue dentro do prazo,7 de abril de 2021
1060,2,Boa pegada,30 de julho de 2020
1061,2,"O mouse é bonito, bem construído, preciso e com o botão liga/desliga pra economia da pilha (inclusa). Comprei o cinza e realmente é elegante. Recomendo.",22 de janeiro de 2022
1062,2,"Gostei bastante do produto, responde de forma rápida e tem um deslize no mouse pad excelente, além da opção de desligar para preservar a pilha.",2 de abril de 2021
1063,2,"O que me incomodou  foi a demora pra  entregar, porém  gostei muito do produto: simples e  prático, ótimo para usar em escritório e  outras  coisas",30 de julho de 2020
1064,2,A marca Logiech dispensa apresentações. O mouse é ótimo e muito macio. Responde muito bem!,20 de novembro de 2020
1065,2,"Eu gostei bastante do produto. Minha avaliação em relação ao uso em games ficou prejudicada pq não jogo, mas eu recomendo o mouse. Custo x benefício sensacional.",31 de março de 2021
1066,2,Tem cerca de um mês que comprei até o momento muito bom atendeu minhas expectativas. E uso com certa frequência já que comprei pro uso do trabalho no Home Office,21 de agosto de 2020
1067,2,"Design ergonômico e muito preciso. Uso para trabalhar. Não precisava, mas não é que o danado é bonito?",7 de maio de 2021
1068,2,Muito bom,31 de julho de 2021
1069,2,"Mouse excelente, leve e confiável. Vale a pena. Além de ter boa compatibilidade com produtos da marca.",30 de julho de 2021
1070,2,"Mouse se adapta fácil na mão e funciona muito bem, ele só não é tão bom em superfícies de vidro...Mas não é um problema",22 de setembro de 2020
1071,2,Excelente compra.,27 de outubro de 2020
1072,2,"O mouse é bom, de tamanho pequeno, não senti dificuldade no manuseio. Conecta rápido e funciona bem. Atende ao seu propósito.",27 de maio de 2021
1073,2,"O mouse é ótimo, encaixa muito bem na mão, além de ser bonito e combinar com o computador. Chegou bem rápido.",4 de maio de 2021
1074,2,"Ótimo mouse. Estou usando quase que diariamente há 6 meses, e ele continua muito bom!Sobre a bateria estou com a que veio nele, não precisei trocar ainda.",18 de julho de 2021
1075,2,"Gostei muito do design. Além disso é muito prático pois tem espaço de armazenagem do USB que se conecta ao computador, reduzindo muito o risco de dano durante o transporte do mouse.",20 de julho de 2021
1076,2,"Leve, ergonômico e preciso. Não sei informar sobre uso para jogos e games, porque não é o meu caso. Mas recomendo o produto!",20 de outubro de 2021
1077,2,"Cumpre seu papel, é leve e portanto extremamente portátil.",30 de janeiro de 2021
1078,2,Utilizo em uma console de mixagem. Funciona muito bem. Pouca interferência,15 de fevereiro de 2021
1079,2,"Leve e preciso, gostei do produto, achei que o manuseio ficou bem confortável. Estou usando para trabalhar. Gosto muito desta marca.",16 de julho de 2021
1080,2,"Esse produto é muito bom, na verdade, ele é  excelente, atendeu perfeitamente minhas necessidades.",8 de junho de 2020
1081,2,Muito útil por ser bluetooth.. mas o que deixa a desejar é a precisão.. fora isso muito bom..,1 de fevereiro de 2021
1082,1,"Fácil de conectar e usar, porém, ele é pequeno, tem que levar esse detalhe na hora da compra.",29 de janeiro de 2022
1083,2,"Não tenho o que reclamar dele. Uso diariamente há quase 5 meses e nunca deu erro algum. Bem preciso e confortável. Ahh, ainda estou com a pilha que veio inclusa.",10 de junho de 2020
1084,2,Custo-beneficio excelente. Só tenho elogios.,2 de maio de 2021
1085,2,"Excelente produto, leve, aderente ao tamanho da minha mão (que é relativamente pequena). Muito funcional e prático.",9 de setembro de 2021
1086,2,Valeu a pena ter comprado. Uso para jogos também onde precisa clicar diversas vezes e até hoje não estragou,8 de janeiro de 2022
1087,1,"Bom para o dia a dia, mas possui defeito de fábrica onde o scroll dá problemas ao rolar páginas e dar zoom (já adquiri 3 desses modelos e ocorreu a mesma coisa) após 1 ano de uso.",13 de outubro de 2020
1088,2,"Otimo produto, excelente para trabalhar.",1 de outubro de 2021
1089,2,O mouse responde rápido ao clique é ótimo. Ele é leve e pequeno o ficou perfeito no minha mão que é pequena.,23 de setembro de 2020
1090,2,"Chegou super rápido. Boa qualidade, ergonômico, leve. Preciso utilizar mais algum tempo para saber a durabilidade.",14 de abril de 2020
1091,2,excelente movimentação e precisão do ponteiro do mouse,11 de agosto de 2021
1092,2,Usei o produto em um dispositivo que estava distante fisicamente e este mouse sem fio foi preciso no movimento mesmo com alguma barreira física. Ótima compra!,28 de dezembro de 2021
1093,2,"Ate o momento não tenho nada do que reclamar, ele é leve, trabalho com AutoCad e ate agora tem sido bem eficiente.",7 de abril de 2021
1094,2,recomendo,16 de julho de 2021
1095,2,"A mídia não pôde ser carregada.
                




   Ele é ótimo comprei pois me falaram que a bateria dura muito tempo",7 de junho de 2021
1096,2,"Assim como os outros produtos da marca, a qualidade é impressionante.",13 de março de 2020
1097,2,"Já tive um desses no trabalho e fiz questão de ter em casa. Ele é ergonômico, bonito e tem muita qualidade! Valeu o investimento..",25 de abril de 2021
1098,2,O mouse é muito bom! é bastante preciso e possui um excelente custo benefício.,7 de agosto de 2021
1099,2,"Gostei da compra porque tive um ótimo custo-benefício! Ele cumpre a função de mouse, poderia ter um formato mais ergonômico, já que minha mão é bem pequena. Mas é muito bom!",3 de abril de 2020
1100,2,"Compacto, leve, previs. Ótimo para mochilas/viagens",4 de fevereiro de 2022
1101,2,"Bom, bonito e prático. Atendeu minhas espectativas.",27 de fevereiro de 2021
1102,2,"Otimo mouse pro dia a dia, O clique do botão é um pouco alto para uso em cabines de estudo.",12 de janeiro de 2022
1103,2,"Muito bom mesmo,ameiNao testei com jogos, mas para outras coisa é muito bom e preciso",16 de março de 2021
1104,2,"Atendeu no geral. Achei que falha um pouco, não sei se é a comunicação com o USB. Mas não atrapalha.",10 de julho de 2020
1105,2,"O mouse é leve e prático, porém para jogos ele é pequeno e não se adapta muito bem a movimentos rápidos, mas já para o uso do dia a dia é muito bom",2 de dezembro de 2020
1106,2,"Compacto, preciso. Adorei que o adaptador usb fica dentro do mouse, evitando a possibilidade de perder. Achei ótimo que já veio com a pilha também.",12 de maio de 2021
1107,2,"Bom custo benefício, leve, fácil de usar. Só não posso dizer se é muito resistente porque tem pouco tempo de uso e ainda não caiu kkkk",29 de abril de 2021
1108,2,"Estou adorando usar o Mouse, muito confortável e bem rápido. Não apresentou nenhum problema e estou gostando muito.",14 de maio de 2020
1109,2,Um mouse sem fio de tamanho médio que funciona bem para tarefas básicas.,14 de maio de 2020
1110,2,"Demorou um século pra chegar rs. Mas quando chegou não decepcionou. Usabilidade 100%, ergonômico, foi uma ótima compra!",21 de julho de 2020
1111,2,"Eu super amei o mouse, encaixa perfeito em minha mão,  tem resposta ágil nos cliques, tem um belo designer e vale muito o custo benefício.",7 de julho de 2021
1112,2,"Achei bem compacto. Tbm achei q ele desliza muito facilmente, mas isso pode ser devido ao material do meu mousepad. . .",31 de agosto de 2020
1113,2,"Ótimo mouse sem fio, para quem procura um custo baixo com boa qualidade",4 de março de 2021
1114,2,"Muito prático, por não ter fio não prejudicar na utilização e é muito gostoso de usar. Porém por ser a pilha, é meio pesado. Pra quem não joga nenhum jogo, é um mouse perfeito.",6 de maio de 2020
1115,2,Produto de excelente qualidade.,25 de janeiro de 2022
1116,2,"O mouse atendeu e superou minhas expectativas, além da simplicidade da conexao da pra percerber a qualidade dos materiais utilizados, valeu todo o dinheiro investido.",19 de junho de 2020
1117,2,"Um mouse com um preço razoável, mas o produto é de ótima qualidade, já testei no chão, no sofá, no cabelo, nas pernas, é interessante o sensor funciona em qualquer superfície.",11 de maio de 2020
1118,2,"O mouse é muito bonito e um ótimo design, vem com duas pilhas. chegou conforme o combinado. Recomendo a compra!!",16 de abril de 2021
1119,2,"Produto muito bom, mas recomendo para quem tem mãos pequenas, tenho dificuldades se utilzar por um longo periodo",28 de setembro de 2020
1120,2,Estava a procura de um mouse sem fio para uso convencional e encontrei este em promoção. Veio em perfeito estado e funciona normalmente sem nenhum defeito.,19 de outubro de 2020
1121,0,"Comprei pelo modelo que é o mesmo que tinha no conjunto com meu teclado, mas não é compatível, fabricante pisou na bola!",16 de março de 2022
1122,2,"Ótimo produto. Preciso, ergonômico, leve.",24 de novembro de 2020
1123,2,"Sempre comprei produtos da Logitech pela qualidade e os mouses são muito bons, a bateria dura um ano. Não me arrependo, sempre continuarei comprando deles.",23 de junho de 2021
1124,2,"Excelente! Ergonômico, preciso, rola pela tela muito bem; bem diferente da marca fake anterior, que ""agarrava"" o tempo todo. Recomendadíssimo.",3 de dezembro de 2020
1125,2,A pilha dura meses!! Mesmo deixando o mouse ligado o dia inteiro.Melhor mouse custo/benefício.Recomendo!,5 de outubro de 2021
1126,2,"Na questão da funcionalidade ele é muito bom e bonito. Achei um pouco pequeno para minha mão, mas não chega a atrapalhar a usar.",19 de agosto de 2020
1127,2,Até agora sem problemas nenhum com esse mouse,31 de dezembro de 2021
1128,2,"Nas especificações diz que funciona até 10m do computador mas em uns 5 ou 6 metros já começa a falhar e por vezes não funciona. De resto, pelo preço, vale a pena.",26 de novembro de 2020
1129,2,"Ótimo produto, preciso, ergonômico e bonito.",11 de julho de 2020
1130,2,"ja tinha usado outras marcas q quebraram mto facil, esse to adorando e ja estou com ele mais de 6 meses",12 de novembro de 2021
1131,2,Gostei tanto que imediatamente comprei outro (preciso de 2). Excelente compra. Tenho 2. O preto e o  prata. Ótimos.,17 de abril de 2021
1132,2,"Eu gostei bastante do Mouse, ele é bem levinho e sensível, to me acostumando mas gostei muito do produto, na verdade gostei mais da velocidade de entrega, chegou muito rápido.",29 de abril de 2020
1133,2,"Produto chegou muito antes do previsto. O mouse tem tamanho excelente, ótima precisão. Estou muito satisfeita com o custo benefício.",4 de agosto de 2020
1134,2,"Mouse bom, conforme descrito.",21 de agosto de 2021
1135,2,"Superou minhas expectativas. Além de ser um mouse com um design elegante, funciona muito bem em qualquer superfície, tem movimentos e cliques bem precisos. Excelente para o dia-a-dia. Recomendo!",25 de março de 2020
1136,2,"Não uso para jogos e games por isso não posso avaliar. Mas para uso com meu laptop é maravilhoso, Me atende muito bem.",21 de setembro de 2020
1137,2,"Enquanto ao produto, parece bom pelo preço, enquanto a entrega foi ruim, demorou quase 20 dias.",7 de julho de 2020
1138,1,"Já conheço o produto, uso o mesmo modelo da marca para trabalhar. Apesar de funcionar e estar em bom estado, o produto é usado. Que desaforo, frustrante.",15 de julho de 2021
1139,2,Produto ideal para o uso convencional. Office e Web. Excelente qualidade e ainda conta com botão de liga/desliga para quando não estiver em uso.,22 de setembro de 2021
1140,2,"Excelente custo beneficio, produtos Logitech tem uma qualidade reconhecida, porém mesmo periféricos de valor menor tem uma qualidade muito alta.",10 de junho de 2021
1141,2,"Amei tanto que tenho dois! O modelo do mouse é pequeno mas encaixa bem na mão, é leve e muito preciso.",2 de agosto de 2021
1142,2,"O mouse é ótimo, desliza super bem e tem boa precisão nos cliques e resposta rápida. Único problema são os arranhões na parte de baixo, dá a impressão de ser um produto usado.",11 de novembro de 2020
1143,2,"o produto é bom veio bem embalado, mais é como eu vi nos comentários, realmente ele vem com umas marcas em baixo como se já tivesse sido usado.",20 de agosto de 2020
1144,2,"Comprei para a minha mãe e ela amou! Perfeito tamanho, funciona mto bem, custo benefício ótimo! E também é bem bonito! Vou comprar um para mim!",17 de agosto de 2020
1145,2,"pode comprar sem medo, a Logitech faz excelentes produtos",6 de dezembro de 2021
1146,2,"Chegou há poucos dias, então esta avaliação é com base em uma experiência recente. Até então, estou gostando!",26 de agosto de 2021
1147,2,"Para quem não quer gastar muito em um mouse sem fio, é um bom produto em relação a custo e benefício.",3 de março de 2021
1148,2,"Pelo valor e para meu uso (não é pra games) acho bom, principalmente pelo tempo de duração da bateria",7 de outubro de 2020
1149,2,"É um mouse muito bom e cumpre com o que promete, além de ter um preço consideravelmente em conta, já que mouses bluetooth de marcas inferiores costumam custar 30/40 reais.Uso para jogar e para fazer trabalhos e recomendo.",15 de setembro de 2020
1150,2,"Tentei um multilaser antes, mas não tem jeito! a Logitech tem um ótimo mouse, com um custo/benefício que atende. Vale a compra.",16 de junho de 2020
1151,2,"Ele é muito bom, simples e rápido. O único problema, não sei se o produto já veio assim ou foi alguma coisa da entrega, mas ele veio riscado no click direito. Fora isso, chegou rápido demais, 2 dias.",5 de abril de 2021
1152,2,Muito confortável. Funciona perfeitamente.,13 de agosto de 2021
1153,2,"O fato do sensor não ser no centro vai dificultar a adaptação pra quem joga, mas nada fora do padrão é um mouse com excelente custo benefício.",4 de outubro de 2021
1154,0,Ele não tem um bom funcionamento em distâncias maiores q um metro. Trava bastante e olha q já trocamos pilha e tudo para ver se melhorava mas continua ruim.,24 de maio de 2020
1155,2,"Estou usando o mouse há duas semanas e estou satisfeita com a compra, o preço é bom e satisfaz as minhas necessidades. Ainda não testei ele para jogos.",10 de maio de 2021
1156,2,Mouse excelente para programas gráficos como autocad. Leve e confortável.Gostei muito. Mouses da Logitech não tem concorrentes.,14 de maio de 2021
1157,2,"Muito bom e confortável, estou usando a 3 dias durante o dia todo e tô amando, ótima aquisição, vale a pena!",16 de setembro de 2021
1158,2,Mouse de ótima qualidade e com preço justo. Responde rápido aos comandos e bastante confortável de utilizar.,2 de novembro de 2021
1159,2,"Muito bom para trabalho, não utilizei em jogos pois entendo que não é o foco do produto.Superou a expectativa!",10 de agosto de 2021
1160,2,"Pelo preço, é uma ótima aquisição.",19 de novembro de 2021
1161,2,Comprei-o em uma promoção e paguei menos de cinquenta reais. Vale o preço.,5 de maio de 2019
1162,2,"Comprei esse mouse para uso casual, ele serve muito bem para isso, mas testando em games ele pode ser muito pequeno para a precisão necessária nos jogos. Como foi só um teste, ele vai servir muito bem pra o que foi requisitado!",26 de maio de 2020
1163,2,Melhor custo benefício. Muito bom esse mouse.,8 de julho de 2021
1164,2,"O produto veio em perfeitas qualidades, recomendo muito",1 de maio de 2021
1165,2,"Produto muito bom. Ótima qualidade, leve e ergonômico.Serve tanto para destros como para canhotos.É plug-and-play, ou seja, plugar e usar!",8 de abril de 2021
1166,2,"Desconfortável para uso frequente, Pequeno e leve demais, não se ajusta a mão, gerando tensão excessiva do dedo polegar; Material e precisão nota dez.",24 de agosto de 2020
1167,1,"A bolinha de rolar quebrou com menos de um ano. Ela não rola mais a tela com precisão. Isso é ruim, pq é uma funcionalidade que eu uso muito.",18 de junho de 2021
1168,2,"formato ergonomico, facilidade de instalação. Funciona com  Mac Book air perfeitamente! Escolhi o azul. Ficou ótimo. VAle a pena!!!!",12 de junho de 2021
1169,2,"Muito bom. Vale a pena.Sou desastrada, já caiu algumas vezes e não teve nada.Esse mouse é ótimo",21 de maio de 2021
1170,2,"No primeiro contato o mouse é muito bom para uso diário/convencional, basta saber quanto tempo irá durar...",9 de setembro de 2021
1171,2,Produto de excelente qualidade e durabilidade,28 de fevereiro de 2021
1172,2,"Estou gostando muito desse produto, bem resistente e durável",17 de agosto de 2020
1173,2,"Produto chegou antes do tempo previsto, um pouco menor do que eu esperava, mas nada que desabone sua qualidade. Recomendo o produto.",9 de dezembro de 2021
1174,2,Uma dica é NÃO enviar o receptor dentro do mouse. pode haver enganos.,28 de julho de 2020
1175,2,Peso e ergonomia ideal. Precisão na medida. Durabilidade da bateria excelente!,25 de setembro de 2020
1176,2,"Mouse com tamanho intermediário e ótimo para carregar junto com o notebook, funciona perfeitamente.",7 de julho de 2021
1177,2,produto de qualidade! chegou dentro do prazo estabelecido!,17 de fevereiro de 2021
1178,2,"Fácil de usar e para os meus serviços diários, atendeu bem às necessidades. Não posso afirmar se é bom para jogos.",23 de agosto de 2021
1179,2,"A entrega da Amazon assusta de tão rápida que é.O mouse é excepcional, no geral os produtos da Logitech são!Ótimo custo-benefício, vale a pena mesmo.",5 de março de 2021
1180,2,"Excelente custo-beneficio , tenho 2 agora e ambos maravilhosos pelo valor que custa.",8 de setembro de 2021
1181,2,"Leve, ergonômico e preciso para utilização no dia a dia. Para jogos não recomendaria muito.",13 de novembro de 2020
1182,2,Dispositivo ergonômico e com boa resolução para uso diário.,13 de julho de 2021
1183,2,"Excelente produto, super recomendo, resposta rápida, mesmo usando longe do pc",16 de maio de 2021
1184,1,"Depois de algumas semanas de uso começou a dar uns lags estranhos, tive que voltar a usar o mouse com fio de novo.",16 de fevereiro de 2022
1185,2,"Mouse é preciso para situações de uso doméstico, é leve e pequeno. A pegada na mão fica ideal para quem tem mãos pequenas.",26 de junho de 2021
1186,2,Tenho que comentar que a empresa foi excepcional da entrega! Devidamente embalado e com as indicações didáticas para a correta manipulação.,31 de outubro de 2020
1187,2,O mouse é muito bonito e ergonômico. Ele tem uma resposta boa aos cliques e não tenho o que reclamar até o momento. Eu indico sem pensar duas vezes.,24 de março de 2021
1188,2,"O mouse é super levinho, funciona direitinho, não escapa da mão (como meu antigo mouse), já vem com pilha também. Super vale a pena, recomendo.",5 de novembro de 2019
1189,2,"Bom produto, porém sem unifying....",4 de dezembro de 2020
1190,2,Muito bom pra quem usa no dia dia..,1 de outubro de 2020
1191,2,Igual ao anunciado.Produto novo funciona bem. Desliza como uma pluma. Toque preciso.,6 de maio de 2021
1192,2,Adorei o mouse. Foi indicação do meu irmão que entende de aparelhos de informática. Valeu muita a compra.,11 de fevereiro de 2021
1193,2,"Produto entregue dentro do prazo, atendeu as expectativas.",29 de março de 2021
1194,2,"Não tem uma precisão TOP, mas é um bom produto, bonito, gasta muito pouca pilha, ter a chave para desligar é ótima opção!",20 de outubro de 2020
1195,2,"Entrega rápida e de fato o mouse cumpre o que promete, ótima performance, precisão e ergonomia. Recomendo pelo custo benefício do produto.",26 de maio de 2021
1196,2,"Estou utilizando por volta de 2 meses e o mouse continua uma maravilha. Vale demais a compra, principalmente para se livrar dos fios hehe.",17 de março de 2020
1197,0,"O mouse começou a apresentar defeito no rolete central, dentro de 2 meses de uso e utilizo ele para trabalhar. Gostaria de trocá-lo ou de soluções.",1 de outubro de 2021
1198,2,"Encaixa bem na mão, ótima sensibilidade, quase que rápido até demais. O esquema da pilha e guardar o USB dentro do próprio mouse achei muito legal.",4 de novembro de 2020
1199,2,"Bom produto, ergonômico, mas a durabilidade do scroll poderia ser maior, já é o segundo que tenho que trocar por falha no scroll (roda de rolagem).",22 de outubro de 2021
1200,2,"Ótimo custo benefício, mouse confortável bonito, recomendo muito. Além da entrega que foi super rápida, mesmo eu estando na região norte.",7 de agosto de 2020
1201,2,"Mouse com um bom click, usado mais pra rotina do dia a dia, para quem tem a mão grande não aconselho.",29 de junho de 2021
1202,2,"Boa opção de mouse sem fio, dentre os modelos mais simples. Só acho pequeno demais para quem está acostumado com mouses maiores.",3 de março de 2021
1203,2,"Superou minhas expectativas, recomendo a todos. Produto excelente, ergonômico e confortável, e bastante leve de manipular. Fujam de Multilaser!!!",12 de junho de 2020
1204,2,Mouse sem fio Logitech M170 é bem confortável nas mãos. Por ter o sensor óptico com luz invisível a pilha dura bastante.,22 de outubro de 2020
1205,2,"Mouse muito bom para o preço, muito preciso leve e de ótima construção!recomendo muito para o uso laboral",4 de janeiro de 2021
1206,2,"Achei bem leve com um formato legal, bem macio de clicar. E o melhor de tudo é que é realmente muito econômico.",22 de janeiro de 2021
1207,2,"Quando ele chegou achei que era muito pequeno, mais me enganei ao usar ela fica super bom com o tamanho da mão.",11 de março de 2021
1208,0,"Pensei que era bem preciso, fica a desejar quando se trabalha com aplicações web.",15 de novembro de 2021
1209,2,Chegou antes da hora e produto ok,22 de novembro de 2021
1210,2,Uso o produto para estudar recomendo.,22 de novembro de 2021
1211,2,"Bom produto, principalmente considerando o valor. Comprei para o meu filho e é ideal para mãos pequenas. Vale a compra.",21 de março de 2021
1212,2,"Ótimo custo benefício. Boa qualidade e funcional. Não deixa nada a desejar; pelo contrário, surpreendeu pela qualidade.",7 de julho de 2021
1213,2,"O produto tem uma ótima precisão, uma ergonomia e um conforto na pegada, sem fala na qualidade do produto. Top de Mais.",18 de outubro de 2020
1214,2,"Ótimo mouse, Econômico no uso da pilha, confortável.",5 de junho de 2020
1215,2,"estou contente com a compra. cumpre muito bem a função, chegou no prazo e segundo os critérios da venda",26 de dezembro de 2021
1216,2,Já adquiri outros mouses do mesmo modelo/marca. Sem dúvidas uma ótima aquisição pra quem deseja um mouse de ótima qualidade. Excelente custo x benefício. Recomendo,22 de janeiro de 2020
1217,2,"É plug and play mesmo, abre e usa, super prático. Mas achei um pouco menor do que eu esperava. Eu compraria novamente ele, apesar disso.",11 de novembro de 2021
1218,2,"O mouse eh muito prático e funcional, o dispositivo USB fica guardado dentro do próprio mouse. Apesar de não ser muito ergonômico eh muito bom. funciona perfeitamente.",23 de fevereiro de 2020
1219,2,É ótimo ! Muito melhor que o que acompanhava o notebook!,6 de dezembro de 2020
1220,2,"Muito bom para uso em geral, pratico e leve. Porém nao é muito ergonômico para atividades com longa duração. Para minha finalidade, valeu a pena!",14 de maio de 2020
1221,2,"Atendeu minhas expectativas em relação à duração da pilha, ergonomia e precisão.",26 de agosto de 2021
1222,2,"Produto muito bom, leve, não é pequeno, tamanho ideal...vale muito o custo x benefício.",17 de abril de 2021
1223,2,"Mouse pequeno, bonito e leve",12 de setembro de 2020
1224,2,"É um bom mouse de entrada, material poderia ser melhor",25 de junho de 2020
1225,2,"Este mouse funciona muito bem dentro da categoria sem fio, pelo preço que tem. Tem uma boa precisão.",20 de maio de 2020
1226,2,"Esse mouse é excelente bem rápido e as teclas são sensíveis, sem esforço para clicar, ele é rápido também, estou muito satisfeita",9 de junho de 2020
1227,2,"Gostei, ergonômico, não tem aquela luz forte do laser embaixo. Uso para trabalhar e tem atendido bem às minhas necessidades :)",13 de maio de 2021
1228,2,"Chegou bem rápido, não tive problemas em conectà-lo ao notebook, por enquanto tá funcionando normalmente e sem nenhum problema",23 de setembro de 2021
1229,2,O mouse é bem responsivo e ergonômico. Pelo preço é uma excelente aquisição. A pilha comigo costuma durar mais de seis meses.,22 de julho de 2020
1230,2,"O mouse é bom em todos os sentidos, ou seja, o click é macio, a construção é de boa qualidade, aparentemente a pilha vai durar muito tempo e etc, exceto o tamanho dele que na minha opinião é pequeno.",27 de setembro de 2019
1231,0,"o produto era ótimo, mas com menos de um mês quebrou. onde eu moro não tem correio proximo, então por isso nem vou conseguir devolver, devido a pandemia.",26 de junho de 2020
