,0
5109,Dinheiro perdido :(
5110,"As peças além do mouse eram pra ter vindo aqui? Na dúvida ainda não abri, alguém pode me dizer?"
5111,Produto apresentou defeito após pouco tempo de uso
5112,"material do produto e bem fraco e a ergonomia também e péssima, a única praticidade e o tamanho do mouse"
5113,"O scroll do mouse estragou com 5 meses de uso. Entrei em contato com a garantia pelo site, me mandaram um e-mail genérico dizendo pra eu fazer a limpeza do mouse com ar comprimido. Fiz e o defeito continuou. Ligo no suporte da Logitech e a linha cai, mesmo estando dentro do horário de funcionamento. Nunca mais compro nada dessa marca, do que adianta dizer que o produto tem garantia de um ano se quando a gente precisa acionar ela não existe?"
5114,"Quebrou fácil! Não indico, com 6 meses parou de funcionar. Acionei a garantia, peguei outro, vou deixar de reserva, pois comprei outra marca melhor."
5115,Comprei esse mouse Logitech porque entendia que era uma boa marca. Entretanto o scroller parou de funcionar após 4 meses de uso aproximadamente.
5116,"O mouse veio sem a pecinha conectora no pc, cujo nome desconheço (bluetooth tem uma peça q conecta no pc ao mouse, sem fio; esta peça não veio)"
5117,Não pareia mais.
5118,Produto apresentou defeito após pouco tempo de uso
5119,"Comprei como reserva, mas cismei em usar hoje, veio quebrado, pilha totalmente gasta, troquei por uma nova lacrada e nem liga, não acende luz, nada. O pior? Devolver em agência PRÓPRIAS do Correios, ou seja 55 reais não paga a gasolina nem o risco que corro na pandemia. Decepcionado. Produto veio lacrado e quebrado."
5120,"Extremamente pequeno e baixo, fica muito desconfortável para um adulto manusear."
5121,"Um mouse muito ruim, sensor horrível e bastante impreciso.  Quem esta acostumado com mouse com fio e de qualidade como um logitech G203 Prodigy vai achar esse mouse horrível. Apesar da boa ergonomia o sensor é muito ruim e impreciso, prejudicando e atrapalhando a produtividade. Joguei fora esse lixo de mouse. Se comprar e pra quebrar. Um mouse de Bright é melhor que esse."
5122,"A mídia não pôde ser carregada.
                




   Menos de 3 meses de uso e um ""botão"" já parou de funcionar."
5123,O mause veio com defeito. Não funciona.
5124,Produto apresentou defeito após pouco tempo de uso
5125,"Achei que esse mouse fosse melhor. Geralmente, os produtos da Logitech são muito bons, porém, esse mouse decepciona. Não sou um usuário avançado desse produto, meu uso é apenas para navegações básicas e, mesmo assim, não gostei. O leitor óptico dele é muito ruim, falha constantemente, na mesa ou mousepad. Ele tem boa ergonomia, é pequeno e encaixa bem na mão, mas, na minha opinião, não vale a pena, pois o leitor óptico dele é muito ruim."
5126,"Roda de rolagem de plástico duro, faz um barulho chato a cada vez que é mobilizada."
5127,Infelizmente não veio com o Pendrive receptor!
5128,"O mouse é realmente econômico em relação à pilha, mas em menos de um ano deu problema no scroll."
5129,NÃO GOSTEI O PRODUTO NÃO LIGA E TROQUEI A PILHA E NADA
5130,"O produto veio com defeito, mesmo após trocar a pilha não funcionou."
5131,Sem precisão !Não tem superfície que faça-o funcionar adequadamente!
5132,"Enganado por uma embalagem que promete incluir o token USB, mas na verdade é um engodo.Nao comprem !!!!!!!Uma armadilha decepcionante. Na foto da embalagem mostram o mouse e o token USB para ser conectado, porem so vem com o Mouse, induzindo o cliente a comprar algo sem serventia e impossível de funcionar.Me senti lesado !!!!!!!!"
5133,"Assim como relatado por outros usuários, o mouse que recebi também apresenta marcas de uso nos ""pés"". Só não irei realizar a troca pois preciso do mouse com urgência para trabalho e por conta de toda a burocracia de encaminhar aos correios, aguardar dias para receber um novo produto e correr o risco de receber outro nas mesmas condições ou em condições piores."
5134,Defeito
5135,"Impreciso, trêmulo. Pior que o Multilaser de 25 contos que ele viria a substituir"
5136,"o Cursor que fica rangendo durante a movimentação, mouse de qualidade mais baixa que alguns mais baratos. Dinheiro jogado fora"
5137,Aparelho veio com pilha descarregada.
5138,NÃO GOSTEI O PRODUTO NÃO LIGA E TROQUEI A PILHA E NADA
5139,"Poderia ser melhor, ele tem algo que enrosca, fica raspando no mouse pad, melhor usar sem, não recomendo.Achei um pouco largo d+Mas da para usar,  mas não compraria este modelo novamente"
5140,"Nao tive sorte com o produto, apesar da marca ser boa, em menos de uma semana ele parou de funcionar e tive que devolver, foi so depois que vi um monte de reclamação com o mesmo problema."
5141,"o mouse parou de funcionar do nada, com quatro meses de uso. a luz não acende, o computador reconhece quando o receptor é inserido na entrada usb, mas não funciona."
5142,"O mouse veio sem a pecinha conectora no pc, cujo nome desconheço (bluetooth tem uma peça q conecta no pc ao mouse, sem fio; esta peça não veio)"
5143,"O produto veio sem o plug on play, e não sei onde eu reclamo"
5144,"A mídia não pôde ser carregada.
                




   Menos de 3 meses de uso e um ""botão"" já parou de funcionar."
5145,"Frágil. O compartimento de pilhas é bem ruim. As pilhas ficam tortas, com contato péssimo, e o mouse desliga o tempo todo. Impossível de usar. Infelizmente perdi o prazo pra devolução e agora tenho um mouse encostado no fundo da gaveta"
5146,A roda de Scroll falha.
5147,Não funciona.
5148,"O produto chegou dentro do prazo e conforme o anúncio. Porém, o botão esquerdo estava com defeito. Tive que devolvê-lo à Amazon."
5149,"O produto não funciona, o compartimento da pilha não tem sequer uma tampa, deixando o aparelho instável quando deslizamos na superfície devido ao buraco que se apresenta em baixo"
5150,"A mídia não pôde ser carregada.
                




   Menos de 3 meses de uso e um ""botão"" já parou de funcionar."
5151,Sem precisão !Não tem superfície que faça-o funcionar adequadamente!
5152,"Comprei ha uns 4 meses. No inicio, funcionava perfeitamente, apesar do scroll fazer barulho sempre que uso, o que incomoda bastante, parece que falta lubrificante ou algo assim (mas o produto é novo). Além disso, recentemente, venho percebendo que às vezes, do nada, ele para de funcionar e preciso desligá-lo e ligá-lo novamente. Já troquei a pilha e não resolveu. Quando funciona, funciona bem. Porém nem sempre funciona."
5153,"O produto é ótimo, tem um  design bonito e funciona bem. Mas a parte da entrega foi péssima entregaram o produto para um vizinho na mesma rua só porque tinha o primeiro nome igual, sendo que o número das casas é diferente, e pior entregou para uma pessoa que eu não conhecia que acabou abrindo o pacote, ainda bem que eu sabia quem era e ele me devolveu. Mas é uma total falta profissionalismo da parte do entregador de entregar um produto em uma casa com números diferentes só usando o nome para identificar."
5154,"O mouse é simples e compatível com o preço. Nesse ponto, teria uma boa avaliação.Só que tem um problema que considero bem inconveniente. O receptor não é compatível com Unifying.E isso não está informado em lugar nenhum, nem na loja oficial da Logitech.No notebook para o qual comprei o mouse, uso um teclado Logitech sem fio.Tive que usar uma porta USB para o teclado e outra para o mouse. Num note que tem apenas 3 portas USB, acho ruim.  A Logitech deveria deixar isso bem claro."
5155,"Em menos de 5 meses de uso ( usando muito pouco ) estragou o botão scroll do mouse !!! Comprei acreditando na durabilidade do produto, mas se compara a um mouse comprado no camelô. SE VOCÊ QUER JOGAR DINHEIRO FORA, RECOMENDO ESSE MOUSE."
5156,"o meu ate hj umas 9 horas da manha tava funcionamdo e agora que sao,12;06 parou de funcionar do nada"
5157,Comprei esse mouse Logitech porque entendia que era uma boa marca. Entretanto o scroller parou de funcionar após 4 meses de uso aproximadamente.
5158,Sem precisão !Não tem superfície que faça-o funcionar adequadamente!
5159,"Em menos de um mês o scroll do mouse passou a fazer barulho quando utilizado, não consigo mais rolar o scroll sem que ele produza um som de arranhado, como se não tivesse lubrificação."
5160,"Nao tive sorte com o produto, apesar da marca ser boa, em menos de uma semana ele parou de funcionar e tive que devolver, foi so depois que vi um monte de reclamação com o mesmo problema."
5161,"O mouse é simples e compatível com o preço. Nesse ponto, teria uma boa avaliação.Só que tem um problema que considero bem inconveniente. O receptor não é compatível com Unifying.E isso não está informado em lugar nenhum, nem na loja oficial da Logitech.No notebook para o qual comprei o mouse, uso um teclado Logitech sem fio.Tive que usar uma porta USB para o teclado e outra para o mouse. Num note que tem apenas 3 portas USB, acho ruim.  A Logitech deveria deixar isso bem claro."
5162,Não funciona.
5163,"O produto é ótimo, tem um  design bonito e funciona bem. Mas a parte da entrega foi péssima entregaram o produto para um vizinho na mesma rua só porque tinha o primeiro nome igual, sendo que o número das casas é diferente, e pior entregou para uma pessoa que eu não conhecia que acabou abrindo o pacote, ainda bem que eu sabia quem era e ele me devolveu. Mas é uma total falta profissionalismo da parte do entregador de entregar um produto em uma casa com números diferentes só usando o nome para identificar."
5164,"Fiz a compra de 2 unidades desse mouse e ambos vieram sem o adaptador USB, ou seja, não houve nem a possibilidade de testá-lo."
5165,"Nao tive sorte com o produto, apesar da marca ser boa, em menos de uma semana ele parou de funcionar e tive que devolver, foi so depois que vi um monte de reclamação com o mesmo problema."
5166,venderam o mouse ja com defeito!!
5167,"A mídia não pôde ser carregada.
                




   Menos de 3 meses de uso e um ""botão"" já parou de funcionar."
5168,"Produto veio com defeito, não pude avaliar."
5169,"Assim como relatado por outros usuários, o mouse que recebi também apresenta marcas de uso nos ""pés"". Só não irei realizar a troca pois preciso do mouse com urgência para trabalho e por conta de toda a burocracia de encaminhar aos correios, aguardar dias para receber um novo produto e correr o risco de receber outro nas mesmas condições ou em condições piores."
5170,NÃO GOSTEI O PRODUTO NÃO LIGA E TROQUEI A PILHA E NADA
5171,"Demorou 3 meses a entrega. Vendedor totalmente despreparado e desonesto com seus clientes. A Amazon não fez nada a respeito. Um absurdo. Pra piorar, com um mês de uso já está dando defeito. Maior arrependimento da vida."
5172,Enviou outra cor. Comprei um mouse vermelho e chegou prata. Chateada
5173,O mouse queimou com menos de um ano de uso
5174,"O mouse é realmente econômico em relação à pilha, mas em menos de um ano deu problema no scroll."
5175,"Comprei pelo modelo que é o mesmo que tinha no conjunto com meu teclado, mas não é compatível, fabricante pisou na bola!"
5176,"Comprei ha uns 4 meses. No inicio, funcionava perfeitamente, apesar do scroll fazer barulho sempre que uso, o que incomoda bastante, parece que falta lubrificante ou algo assim (mas o produto é novo). Além disso, recentemente, venho percebendo que às vezes, do nada, ele para de funcionar e preciso desligá-lo e ligá-lo novamente. Já troquei a pilha e não resolveu. Quando funciona, funciona bem. Porém nem sempre funciona."
5177,"Frágil. O compartimento de pilhas é bem ruim. As pilhas ficam tortas, com contato péssimo, e o mouse desliga o tempo todo. Impossível de usar. Infelizmente perdi o prazo pra devolução e agora tenho um mouse encostado no fundo da gaveta"
5178,"Comprei ha uns 4 meses. No inicio, funcionava perfeitamente, apesar do scroll fazer barulho sempre que uso, o que incomoda bastante, parece que falta lubrificante ou algo assim (mas o produto é novo). Além disso, recentemente, venho percebendo que às vezes, do nada, ele para de funcionar e preciso desligá-lo e ligá-lo novamente. Já troquei a pilha e não resolveu. Quando funciona, funciona bem. Porém nem sempre funciona."
5179,"Impreciso, trêmulo. Pior que o Multilaser de 25 contos que ele viria a substituir"
5180,"O produto não funciona, o compartimento da pilha não tem sequer uma tampa, deixando o aparelho instável quando deslizamos na superfície devido ao buraco que se apresenta em baixo"
5181,"Frágil. O compartimento de pilhas é bem ruim. As pilhas ficam tortas, com contato péssimo, e o mouse desliga o tempo todo. Impossível de usar. Infelizmente perdi o prazo pra devolução e agora tenho um mouse encostado no fundo da gaveta"
5182,Veio faltando o transmissor wireless
5183,"O mouse começou a apresentar defeito no rolete central, dentro de 2 meses de uso e utilizo ele para trabalhar. Gostaria de trocá-lo ou de soluções."
5184,"Veio faltando uma peça, não consigo instalar."
5185,Infelizmente não veio com o Pendrive receptor!
5186,"Desde que comprei, o botão de scroll nunca funcionou com precisão.Quando rolo a tela pra baixo, ela dá uma leve rolada pra cima."
5187,"O mouse veio certinho, porém não veio o receptor. Gostaria de saber o que houve. Obrigada."
5188,"material do produto e bem fraco e a ergonomia também e péssima, a única praticidade e o tamanho do mouse"
5189,Produto chegou com defeito. Não funciona!!’Já coloquei pilhas novas e nadaExperiência ruim de compra
5190,"Compre em junho e no final de setembro já estava apresentando defeitos no ""scroll"" (a famosa rodinha). Já tive mouses da própria Logitech, da Microsoft e da HP que duraram mais de dois anos sem apresentar problema algum. Esse m170 foi uma tremenda decepção."
5191,"Desde que comprei, o botão de scroll nunca funcionou com precisão.Quando rolo a tela pra baixo, ela dá uma leve rolada pra cima."
5192,"Comprei pelo modelo que é o mesmo que tinha no conjunto com meu teclado, mas não é compatível, fabricante pisou na bola!"
5193,"Mouse falha muito, e a conexão as vezes fica lenta, mesmo com pilha nova e de boa qualidade. Horrível."
5194,"O mouse é bom, pequeno, porém com 1 semana de uso o scroll (rolamento) começou a fazer barulho como se estivesse rangendo toda vez que rolava.. solicitei a devolução."
5195,"O mouse é de uma construção boa, tem bons clicks é bonito. Porém ao testar o mouse eu percebi certa imprecisão nos movimentos, não consigo fazer linhas retas nele, é como se estivesse tentando usar o mouse com alguém me balançando. Testei em vários mousepads e continuou. Me desapontei por ser uma marca reconhecida por seus produtos.Incomoda ao ponto de não conseguir usar o mouse por 10 minutos."
5196,venderam o mouse ja com defeito!!
5197,produto de ma qualidade não funciona
5198,não funciona
5199,"É a segunda vez que compro o mouse da marca em menos de um mês e as duas vezes vieram com defeito. O primerio veio quebrado, sem funcionar, estou devolvendo para a loja. O segundo chegou hoje, a luz vermelha não acende. Apesar da luz não acender ele está funcionando, não sei como devo proceder."
5200,Defeito
5201,"A mídia não pôde ser carregada.
                




   Para quem trabalha com programas como autocad e revit ou civil 3D não vale a pena o scroll do mouse quebrou muito rápido."
5202,Já é o 2º mouse da logitech que da problema comigo .. simplesmente depois de 3 a 4 meses de uso parou de funcionar .. Nunca mais compro deles.. horrível
5203,"material do produto e bem fraco e a ergonomia também e péssima, a única praticidade e o tamanho do mouse"
5204,"Produto incompleto.Não pude avaliar o produto,o mouse, não veio acompanhado da conexão USB,estou com um mouse novo e inútil.Nao o devolvi, porque já o tinha retirado da embalagem."
5205,"Roda de rolagem de plástico duro, faz um barulho chato a cada vez que é mobilizada."
5206,"A funcionalidade desse mouse é abaixo do esperado, pois em apenas 6 meses de uso, o botão de rolagem dele já não funciona de forma correta."
5207,"A funcionalidade desse mouse é abaixo do esperado, pois em apenas 6 meses de uso, o botão de rolagem dele já não funciona de forma correta."
5208,Não funciona direito!
5209,"Fiz a compra de 2 unidades desse mouse e ambos vieram sem o adaptador USB, ou seja, não houve nem a possibilidade de testá-lo."
5210,"O mouse é leve mas, para mim, a altura é muito baixa, não fica muito confortável na minha mão - que não é grande, mas prefiro mouses mais robustos no tamanho. O botão direito às vezes se comporta de maneira estranha... abre uma nova janela, ou uma nova aba, ou a janela para fazer download da página web, sem que eu tenha selecionado nenhuma opção."
5211,O mause veio com defeito. Não funciona.
5212,"aparelho bom, mas é muito pequeno e, portanto, não é tão ergonômico assim."
5213,Aparelho apresentou defeito com um mês de uso
5214,A luz embaixo do mouse não está funcionando.
5215,Parou de  funcionar muito rapido.
5216,"O scroll do mouse estragou com 5 meses de uso. Entrei em contato com a garantia pelo site, me mandaram um e-mail genérico dizendo pra eu fazer a limpeza do mouse com ar comprimido. Fiz e o defeito continuou. Ligo no suporte da Logitech e a linha cai, mesmo estando dentro do horário de funcionamento. Nunca mais compro nada dessa marca, do que adianta dizer que o produto tem garantia de um ano se quando a gente precisa acionar ela não existe?"
5217,"Demorou 3 meses a entrega. Vendedor totalmente despreparado e desonesto com seus clientes. A Amazon não fez nada a respeito. Um absurdo. Pra piorar, com um mês de uso já está dando defeito. Maior arrependimento da vida."
5218,"Poderia ser melhor, ele tem algo que enrosca, fica raspando no mouse pad, melhor usar sem, não recomendo.Achei um pouco largo d+Mas da para usar,  mas não compraria este modelo novamente"
5219,não veio  o plug para conexão usb como garantia o anuncio
5220,"A funcionalidade desse mouse é abaixo do esperado, pois em apenas 6 meses de uso, o botão de rolagem dele já não funciona de forma correta."
5221,"Mouse falha muito, e a conexão as vezes fica lenta, mesmo com pilha nova e de boa qualidade. Horrível."
5222,Veio sem o plug de conexão USB e não liga. Não há assistência técnica em Araguaina-TO. Não consegui retorno à minha reclamação.
5223,"o meu ate hj umas 9 horas da manha tava funcionamdo e agora que sao,12;06 parou de funcionar do nada"
5224,"Comprei ha uns 4 meses. No inicio, funcionava perfeitamente, apesar do scroll fazer barulho sempre que uso, o que incomoda bastante, parece que falta lubrificante ou algo assim (mas o produto é novo). Além disso, recentemente, venho percebendo que às vezes, do nada, ele para de funcionar e preciso desligá-lo e ligá-lo novamente. Já troquei a pilha e não resolveu. Quando funciona, funciona bem. Porém nem sempre funciona."
5225,Defeito
5226,Comprei em novembro 2020 e o scroll já parou de funcionar!
5227,NÃO GOSTEI O PRODUTO NÃO LIGA E TROQUEI A PILHA E NADA
5228,Comprei em novembro 2020 e o scroll já parou de funcionar!
5229,"Quebrou fácil! Não indico, com 6 meses parou de funcionar. Acionei a garantia, peguei outro, vou deixar de reserva, pois comprei outra marca melhor."
5230,avaliação péssima pois o produto não funciona e não consigo devolver.
5231,"As peças além do mouse eram pra ter vindo aqui? Na dúvida ainda não abri, alguém pode me dizer?"
5232,NÃO GOSTEI O PRODUTO NÃO LIGA E TROQUEI A PILHA E NADA
5233,"meu mouse para de funcionar toda fez que fico alguns minutos sem usá-lo. troquei o usb de porta e não resolveu. o problema não está no usb, mas na pilha, que eu preciso tirar e colocar novamente para que ele funcione. porém, algumas vezes nem isso faz ele voltar, só a vontade de Deus."
5234,"O scroll do mouse estragou com 5 meses de uso. Entrei em contato com a garantia pelo site, me mandaram um e-mail genérico dizendo pra eu fazer a limpeza do mouse com ar comprimido. Fiz e o defeito continuou. Ligo no suporte da Logitech e a linha cai, mesmo estando dentro do horário de funcionamento. Nunca mais compro nada dessa marca, do que adianta dizer que o produto tem garantia de um ano se quando a gente precisa acionar ela não existe?"
5235,"O mouse veio sem a pecinha conectora no pc, cujo nome desconheço (bluetooth tem uma peça q conecta no pc ao mouse, sem fio; esta peça não veio)"
5236,"O produto veio com defeito, mesmo após trocar a pilha não funcionou."
5237,avaliação péssima pois o produto não funciona e não consigo devolver.
5238,pouco mais de 3 meses e deu defeito
5239,avaliação péssima pois o produto não funciona e não consigo devolver.
5240,"Mouse falha muito, e a conexão as vezes fica lenta, mesmo com pilha nova e de boa qualidade. Horrível."
5241,"O mouse é leve mas, para mim, a altura é muito baixa, não fica muito confortável na minha mão - que não é grande, mas prefiro mouses mais robustos no tamanho. O botão direito às vezes se comporta de maneira estranha... abre uma nova janela, ou uma nova aba, ou a janela para fazer download da página web, sem que eu tenha selecionado nenhuma opção."
5242,"Comprei em agosto, parou de funcionar em outubro e agora não consigo trocar, péssimo super frágil e caro, esperando contato do vendedor até hj"
5243,"O produto chegou dentro do prazo e conforme o anúncio. Porém, o botão esquerdo estava com defeito. Tive que devolvê-lo à Amazon."
5244,O produto aparece usado...em baixo do aparelho os botões tem arranhões. Um produto novo não tem arranhões...
5245,"O produto chegou dentro do prazo e conforme o anúncio. Porém, o botão esquerdo estava com defeito. Tive que devolvê-lo à Amazon."
5246,A roda de Scroll falha.
5247,"O mouse veio certinho, porém não veio o receptor. Gostaria de saber o que houve. Obrigada."
5248,"Fiz a compra de 2 unidades desse mouse e ambos vieram sem o adaptador USB, ou seja, não houve nem a possibilidade de testá-lo."
5249,Ele não tem um bom funcionamento em distâncias maiores q um metro. Trava bastante e olha q já trocamos pilha e tudo para ver se melhorava mas continua ruim.
5250,"muito pequeno, mas talvez isso não seja o maior dos problemas, já que a sua sensibilidade e imprecisão (ele não segue linhas retas, tem uma tendencia estranha pra esquerda) são péssimos!! me arrependi muito com a compra! E olha q eu gosto da logitech! No mesmo dia da compra eu já larguei o mouse, vou comprar outro!"
5251,"Compre em junho e no final de setembro já estava apresentando defeitos no ""scroll"" (a famosa rodinha). Já tive mouses da própria Logitech, da Microsoft e da HP que duraram mais de dois anos sem apresentar problema algum. Esse m170 foi uma tremenda decepção."
5252,O mause veio com defeito. Não funciona.
5253,"Em menos de 5 meses de uso ( usando muito pouco ) estragou o botão scroll do mouse !!! Comprei acreditando na durabilidade do produto, mas se compara a um mouse comprado no camelô. SE VOCÊ QUER JOGAR DINHEIRO FORA, RECOMENDO ESSE MOUSE."
5254,Infelizmente não veio com o Pendrive receptor!
5255,"Por 1 ano, não tive qualquer problema com o mouse. O consumo de pilhas é muito menor do que no meu mouse anterior da Microsoft. Mas o botão de rolagem parou de funcionar adequadamente após 1 ano de uso. Está com uma espécie de mal contato: as vezes rolo pra cima, a tela vai pra baixo. O mesmo acontece na outra direção. As vezes rola pra cima e volta pra baixo. Uso pra trabalho apenas, e não creio que foi mal uso do mouse."
5256,"Tive que devolver o mouse, pois o mesmo veio com defeito."
5257,Veio faltando o transmissor wireless
5258,"Péssimo, vou  comprar um da microsoft e fazer esse voar pro lixo."
5259,"Produto comprado a 1 ano e meio, nunca caiu no chão está intacto igual novo, e simplesmente está com grandes falhas na roda de rolagem... primeiro produto que compro dessa marca já é bem decepcionante.  Tenho um mouse de fio da Microsoft comprado em 2010... e até hoje 100% funcional com mais de 10 anos de uso... isso mesmo 10 anos! está perfeito não quebra, não falha... Vou comprar outro agora claro da Microsoft.Se você não se importa de um produto ser descartável, pode compra esse logitech, agora se procura algo realmente com qualidade durável vai de outra marca."
5260,O mouse não tem precisão nenhuma. Depois de algumas hora de trabalho a mão fica dolorida de tanto usar força para controlar.
5261,"Muito bom, prático, plugou ligou, está pronto pra usar. Os cliques apesar de barulhentos, são bons, e a roda apesar de ser bem firme pra clicar, a rolagem é bem suave. Tem boa precisão e resposta, gostei.Edit: Agora, depois de 4 meses já começou a falhar o botão do meio..."
5262,"Após tentar muuuiiito o mouse não ligou, após retirar da embalagem"
5263,"Nao tive sorte com o produto, apesar da marca ser boa, em menos de uma semana ele parou de funcionar e tive que devolver, foi so depois que vi um monte de reclamação com o mesmo problema."
5264,"Modelo costuma ser bom, mas esse acredito que foi falta de sorte… durou só três meses (uso normal sem transporte, parado sempre no mesmo lugar)."
5265,"O mouse é simples e compatível com o preço. Nesse ponto, teria uma boa avaliação.Só que tem um problema que considero bem inconveniente. O receptor não é compatível com Unifying.E isso não está informado em lugar nenhum, nem na loja oficial da Logitech.No notebook para o qual comprei o mouse, uso um teclado Logitech sem fio.Tive que usar uma porta USB para o teclado e outra para o mouse. Num note que tem apenas 3 portas USB, acho ruim.  A Logitech deveria deixar isso bem claro."
5266,"A mídia não pôde ser carregada.
                




   Para quem trabalha com programas como autocad e revit ou civil 3D não vale a pena o scroll do mouse quebrou muito rápido."
5267,Veio sem a conexão usb.
5268,"O mouse é bom, pequeno, porém com 1 semana de uso o scroll (rolamento) começou a fazer barulho como se estivesse rangendo toda vez que rolava.. solicitei a devolução."
5269,"aparelho bom, mas é muito pequeno e, portanto, não é tão ergonômico assim."
5270,"Comprei em abril de 2021, a validade ia até maio, funcionou muito bem mas agora em outubro/novembro o scroll começou a dar problemas, basicamente você tenta ir pra baixo e ele vai pra cima, mas não é uma pura inversão que daria só pra fazer ao contrario e adaptar, ele fica engasgando mesmo, dificulta leitura de paginas e escrita, tenho um outro mouse da mesma marca que comprei em outra loja e o mouse funciona bem e sem problemas, não sei se é um problema desse produto especifico, da marca, ou da loja, mas fica o aviso :)"
5271,Não funciona.
5272,"Péssimo, vou  comprar um da microsoft e fazer esse voar pro lixo."
5273,"Comprei como reserva, mas cismei em usar hoje, veio quebrado, pilha totalmente gasta, troquei por uma nova lacrada e nem liga, não acende luz, nada. O pior? Devolver em agência PRÓPRIAS do Correios, ou seja 55 reais não paga a gasolina nem o risco que corro na pandemia. Decepcionado. Produto veio lacrado e quebrado."
5274,"não posso avaliar o produto ja que o mesmo não funciona, ja tentei de todas formas. Não tive sucesso na compra desse produto. Veio com defeito."
5275,"Assim como relatado por outros usuários, o mouse que recebi também apresenta marcas de uso nos ""pés"". Só não irei realizar a troca pois preciso do mouse com urgência para trabalho e por conta de toda a burocracia de encaminhar aos correios, aguardar dias para receber um novo produto e correr o risco de receber outro nas mesmas condições ou em condições piores."
5276,"É o segundo mouse do mesmo modelo que dá problemas em 1 ano e meio. Seria um ano de garantia, mas foram só 3 meses, comprei outra em uma loja que oferecia 3 meses mais 9 meses. Deu problemas quando se tenta mover o ponteiro em certos sites, e memso desabilitando a aceleração de hardware, a precisão, continuava a dar problemas; Não recomendo."
5277,"Em menos de um mês o scroll do mouse passou a fazer barulho quando utilizado, não consigo mais rolar o scroll sem que ele produza um som de arranhado, como se não tivesse lubrificação."
5278,"Produto comprado a 1 ano e meio, nunca caiu no chão está intacto igual novo, e simplesmente está com grandes falhas na roda de rolagem... primeiro produto que compro dessa marca já é bem decepcionante.  Tenho um mouse de fio da Microsoft comprado em 2010... e até hoje 100% funcional com mais de 10 anos de uso... isso mesmo 10 anos! está perfeito não quebra, não falha... Vou comprar outro agora claro da Microsoft.Se você não se importa de um produto ser descartável, pode compra esse logitech, agora se procura algo realmente com qualidade durável vai de outra marca."
5279,"Muito bom, prático, plugou ligou, está pronto pra usar. Os cliques apesar de barulhentos, são bons, e a roda apesar de ser bem firme pra clicar, a rolagem é bem suave. Tem boa precisão e resposta, gostei.Edit: Agora, depois de 4 meses já começou a falhar o botão do meio..."
5280,O mouse queimou com menos de um ano de uso
5281,Ficou  faltando  o conector USB
5282,Produto não atendeu aas expectativas e com pouco tempo de uso parou de se conectar ou notebook
5283,Comprei esse mouse Logitech porque entendia que era uma boa marca. Entretanto o scroller parou de funcionar após 4 meses de uso aproximadamente.
5284,"Poderia ser melhor, ele tem algo que enrosca, fica raspando no mouse pad, melhor usar sem, não recomendo.Achei um pouco largo d+Mas da para usar,  mas não compraria este modelo novamente"
5285,"Um mouse muito ruim, sensor horrível e bastante impreciso.  Quem esta acostumado com mouse com fio e de qualidade como um logitech G203 Prodigy vai achar esse mouse horrível. Apesar da boa ergonomia o sensor é muito ruim e impreciso, prejudicando e atrapalhando a produtividade. Joguei fora esse lixo de mouse. Se comprar e pra quebrar. Um mouse de Bright é melhor que esse."
5286,Horrível ! Não pega de jeito nenhum
5287,Dinheiro perdido :(
5288,"O produto chegou dentro do prazo e conforme o anúncio. Porém, o botão esquerdo estava com defeito. Tive que devolvê-lo à Amazon."
5289,"Nao tive sorte com o produto, apesar da marca ser boa, em menos de uma semana ele parou de funcionar e tive que devolver, foi so depois que vi um monte de reclamação com o mesmo problema."
5290,"O produto não funciona, o compartimento da pilha não tem sequer uma tampa, deixando o aparelho instável quando deslizamos na superfície devido ao buraco que se apresenta em baixo"
5291,"Absurdo!  comprei um notebook e um mouse, mandaram o mouse e cancelaram o notebook.Coisa sem sentido, não se quer explicaram o porquê, apenas comunicaram que iam devolver o produto.O site perdeu minha confiança."
5292,"Impreciso, trêmulo. Pior que o Multilaser de 25 contos que ele viria a substituir"
5293,"Extremamente pequeno e baixo, fica muito desconfortável para um adulto manusear."
5294,Não pareia mais.
5295,"o meu ate hj umas 9 horas da manha tava funcionamdo e agora que sao,12;06 parou de funcionar do nada"
5296,"muito pequeno, mas talvez isso não seja o maior dos problemas, já que a sua sensibilidade e imprecisão (ele não segue linhas retas, tem uma tendencia estranha pra esquerda) são péssimos!! me arrependi muito com a compra! E olha q eu gosto da logitech! No mesmo dia da compra eu já larguei o mouse, vou comprar outro!"
5297,O produto aparece usado...em baixo do aparelho os botões tem arranhões. Um produto novo não tem arranhões...
5298,Veio com defeito no botão direito.
5299,"Comprei em agosto, parou de funcionar em outubro e agora não consigo trocar, péssimo super frágil e caro, esperando contato do vendedor até hj"
5300,"Comprei esse mouse achando que pelo menos funcionaria legal por conta do seu preço, mas o que acontece é que o ponteiro não para quieto, você mexe um pouco e a seta treme toda, não dá para fazer absolutamente nada. Não serve para uso. Você clica em lugares errados sem querer. Um desastre trotal! Devolvi imediatamente e peguei o modelo PEBBLE M350, e foi uma das minha melhores compras esse ano!"
5301,Já é o 2º mouse da logitech que da problema comigo .. simplesmente depois de 3 a 4 meses de uso parou de funcionar .. Nunca mais compro deles.. horrível
5302,O mause veio com defeito. Não funciona.
5303,"Péssimo, vou  comprar um da microsoft e fazer esse voar pro lixo."
5304,"Rolagem estragou após 13 meses, frequentemente rolando na direção contrária."
