,0
5775,scroll ( botão rolagem ) falha durante uso praticamente funciona limita qualquer operação faça computador clique meio problemático mantem acionamento preciso arrastar algum conteúdo programas arquitetura AUTOCAD 
5776,"Assim relatado outros usuários mouse recebi apresenta marcas uso "" pés "". irei realizar troca pois preciso mouse urgência trabalho conta toda burocracia encaminhar correios aguardar dias receber novo produto correr risco receber outro mesmas condições condições piores "
5777,Ponto positivo agilidade entrega Ponto negativo uso dois mouse modelo comparando - perceber claramente qualidade bem inferior parece ser original pois diferem outro compraria novamente 
5778,Comprei mouse achando menos funcionaria legal conta preço acontece ponteiro quieto mexe pouco seta treme toda dá fazer absolutamente nada serve uso clica lugares errados querer desastre trotal Devolvi imediatamente peguei modelo PEBBLE M350 melhores compras ano 
5779,bom prático plugou ligou pronto pra usar cliques apesar barulhentos bons roda apesar ser bem firme pra clicar rolagem bem suave boa precisão resposta gostei Edit Agora 4 meses começou falhar botão meio ... 
5780,Fiz compra 2 unidades desse mouse ambos vieram adaptador USB possibilidade testá - lo 
5781,mause veio defeito funciona 
5782,Veio plug conexão USB liga assistência técnica Araguaina - consegui retorno reclamação 
5783,mouse excessivamente sensível fica cansativo uso decepção pois marca boa 
5784,novamente produto veio conctor USB dessa vez cor cinza Porque vindo desse jeito ? 
5785,2º mouse logitech problema comigo .. simplesmente 3 4 meses uso parou funcionar .. Nunca compro .. horrível 
5786,decepcionada produto Funcionou mto bem dois primeiros meses ... hj três meses uso estragou Nunca caiu 
5787,Pensei bem preciso fica desejar trabalha aplicações web 
5788,Veio faltando peça consigo instalar 
5789,Infelizmente veio Pendrive receptor 
5790,Infelizmente veio Pendrive receptor 
5791,produto veio plug on play sei onde reclamo 
5792,Desde comprei botão scroll nunca funcionou precisão rolo tela pra baixo dá leve rolada pra cima 
5793,mouse excessivamente sensível fica cansativo uso decepção pois marca boa 
5794,"mídia pôde ser carregada Menos 3 meses uso "" botão "" parou funcionar "
5795,Produto veio defeito pude avaliar 
5796,Após tentar muuuiiito mouse ligou após retirar embalagem 
5797,Comprei mouse achando menos funcionaria legal conta preço acontece ponteiro quieto mexe pouco seta treme toda dá fazer absolutamente nada serve uso clica lugares errados querer desastre trotal Devolvi imediatamente peguei modelo PEBBLE M350 melhores compras ano 
5798,produto veio plug on play sei onde reclamo 
5799,Veio plug conexão USB liga assistência técnica Araguaina - consegui retorno reclamação 
5800,produto veio defeito após trocar pilha funcionou 
5801,Infelizmente veio Pendrive receptor 
5802,transmissor instalado corretamente mouse simplesmente funciona Veio defeito 
5803,Mouse bom frágil scroll ( botão rolagem ) deu problema 
5804,Fiz compra 2 unidades desse mouse ambos vieram adaptador USB possibilidade testá - lo 
5805,Infelizmente veio Pendrive receptor 
5806,mause veio defeito funciona 
5807,mouse ruim sensor horrível bastante impreciso acostumado mouse fio qualidade logitech G203 Prodigy vai achar mouse horrível Apesar boa ergonomia sensor ruim impreciso prejudicando atrapalhando produtividade Joguei lixo mouse comprar pra quebrar mouse Bright melhor 
5808,produto chegou dentro prazo conforme anúncio Porém botão esquerdo defeito devolvê - lo Amazon 
5809,produto funciona compartimento pilha sequer tampa deixando aparelho instável deslizamos superfície devido buraco apresenta baixo 
5810,"Assim relatado outros usuários mouse recebi apresenta marcas uso "" pés "". irei realizar troca pois preciso mouse urgência trabalho conta toda burocracia encaminhar correios aguardar dias receber novo produto correr risco receber outro mesmas condições condições piores "
5811,"Compre junho final setembro apresentando defeitos "" scroll "" ( famosa rodinha ). mouses própria Logitech Microsoft HP duraram dois anos apresentar problema algum m170 tremenda decepção "
5812,venderam mouse ja defeito !! 
5813,Aparelho apresentou defeito mês uso 
5814,Veio conexão usb 
5815,segunda vez compro mouse marca menos mês duas vezes vieram defeito primerio veio quebrado funcionar devolvendo loja segundo chegou hoje luz vermelha acende Apesar luz acender funcionando sei devo proceder 
5816,Deu defeito menos mês uso Abri chamado logitech acionar garantia ainda resolvido 
5817,produto veio defeito após trocar pilha funcionou 
5818,Defeito 
5819,Produto apresentou defeito após pouco tempo uso 
5820,Pensei bem preciso fica desejar trabalha aplicações web 
5821,2º mouse logitech problema comigo .. simplesmente 3 4 meses uso parou funcionar .. Nunca compro .. horrível 
5822,Produto apresentou defeito após pouco tempo uso 
5823,precisão superfície faça - funcionar adequadamente 
5824,menos mês scroll mouse passou fazer barulho utilizado consigo rolar scroll produza som arranhado lubrificação 
5825,Veio faltando peça consigo instalar 
5826,Comprei modelo conjunto teclado compatível fabricante pisou bola 
5827,devolver mouse pois veio defeito 
5828,produto veio defeito após trocar pilha funcionou 
5829,mídia pôde ser carregada trabalha programas autocad revit civil 3D vale pena scroll mouse quebrou rápido 
5830,pouco 3 meses deu defeito 
5831,decepcionada produto Funcionou mto bem dois primeiros meses ... hj três meses uso estragou Nunca caiu 
5832,Desconsiderar informação anterior ... achei onde USB ... primeira vez compro Logitech ... sabia USB vinha escondido mouse 
5833,Produto ruim particularmente gostei 
5834,Recebi produto assim abri embalagem descobri USB conecta mouse PC veio comprei produto serve nada Joguei dinheiro 
5835,mouse ruim sensor horrível bastante impreciso acostumado mouse fio qualidade logitech G203 Prodigy vai achar mouse horrível Apesar boa ergonomia sensor ruim impreciso prejudicando atrapalhando produtividade Joguei lixo mouse comprar pra quebrar mouse Bright melhor 
5836,posso avaliar produto ja funciona ja tentei todas formas sucesso compra desse produto Veio defeito 
5837,Quebrou fácil indico 6 meses parou funcionar Acionei garantia peguei outro vou deixar reserva pois comprei outra marca melhor 
5838,roda Scroll falha 
5839,Faz ruído ... produto chinês péssima qualidade 
5840,Quebrou fácil indico 6 meses parou funcionar Acionei garantia peguei outro vou deixar reserva pois comprei outra marca melhor 
5841,"Compre junho final setembro apresentando defeitos "" scroll "" ( famosa rodinha ). mouses própria Logitech Microsoft HP duraram dois anos apresentar problema algum m170 tremenda decepção "
5842,mouse leve mim altura baixa fica confortável mão - grande prefiro mouses robustos tamanho botão direito vezes comporta maneira estranha ... abre nova janela nova aba janela fazer download página web selecionado nenhuma opção 
5843,Comprei ha uns 4 meses inicio funcionava perfeitamente apesar scroll fazer barulho sempre uso incomoda bastante parece falta lubrificante algo assim ( produto novo ). Além disso recentemente venho percebendo vezes nada funcionar preciso desligá - lo ligá - lo novamente troquei pilha resolveu funciona funciona bem Porém sempre funciona 
5844,"mouse bom porem "" roda "" move tela estragou rápido dai precisão ergonomia acaba sendo jogada pois toda vez preciso rolar tela peça feita pra estragada funciona "
5845,posso avaliar produto ja funciona ja tentei todas formas sucesso compra desse produto Veio defeito 
5846,"Comprei outubro 2020 agora março 2021 começou dar problema barra rolagem ... ... dinheiro jogado ..., dado problema realmente ótimo mouse "
5847,pouco 3 meses deu defeito 
5848,mouse funcionar toda fez fico alguns minutos usá - lo troquei usb porta resolveu problema usb pilha preciso tirar colocar novamente funcione porém algumas vezes faz voltar vontade Deus 
5849,Aparelho apresentou defeito mês uso 
5850,Frágil compartimento pilhas bem ruim pilhas ficam tortas contato péssimo mouse desliga tempo todo Impossível usar Infelizmente perdi prazo pra devolução agora mouse encostado fundo gaveta 
5851,mouse leve mim altura baixa fica confortável mão - grande prefiro mouses robustos tamanho botão direito vezes comporta maneira estranha ... abre nova janela nova aba janela fazer download página web selecionado nenhuma opção 
5852,Ficou faltando conector USB 
5853,mouse excessivamente sensível fica cansativo uso decepção pois marca boa 
5854,Faz ruído ... produto chinês péssima qualidade 
5855,venderam mouse ja defeito !! 
5856,Produto atendeu aas expectativas pouco tempo uso parou conectar notebook 
5857,Gostaria informar após 6 meses uso mouse botão rolagem começou falhar Fiquei frutado curta duração 
5858,Pensei bem preciso fica desejar trabalha aplicações web 
5859,apenas semana comprei apresenta defeitos gostaria empresa observasse resolvesse problemas ( troquei pilhas parece ser defeito próprio mouse ) 
5860,segunda vez compro mouse marca menos mês duas vezes vieram defeito primerio veio quebrado funcionar devolvendo loja segundo chegou hoje luz vermelha acende Apesar luz acender funcionando sei devo proceder 
5861,funciona direito 
5862,mouse veio pecinha conectora pc cujo nome desconheço ( bluetooth peça conecta pc mouse fio peça veio ) 
5863,funciona 
5864,produto chegou dentro prazo conforme anúncio Porém botão esquerdo defeito devolvê - lo Amazon 
5865,Comprei agosto parou funcionar outubro agora consigo trocar péssimo super frágil caro esperando contato vendedor hj 
5866,mouse construção boa bons clicks bonito Porém testar mouse percebi certa imprecisão movimentos consigo fazer linhas retas nele tentando usar mouse alguém balançando Testei vários mousepads continuou desapontei ser marca reconhecida produtos Incomoda ponto conseguir usar mouse 10 minutos 
5867,mouse construção boa bons clicks bonito Porém testar mouse percebi certa imprecisão movimentos consigo fazer linhas retas nele tentando usar mouse alguém balançando Testei vários mousepads continuou desapontei ser marca reconhecida produtos Incomoda ponto conseguir usar mouse 10 minutos 
5868,segundo mouse modelo dá problemas 1 ano meio ano garantia 3 meses comprei outra loja oferecia 3 meses 9 meses Deu problemas tenta mover ponteiro certos sites memso desabilitando aceleração hardware precisão continuava dar problemas recomendo 
5869,Achei mouse melhor Geralmente produtos Logitech bons porém mouse decepciona usuário avançado desse produto uso apenas navegações básicas assim gostei leitor óptico ruim falha constantemente mesa mousepad boa ergonomia pequeno encaixa bem mão opinião vale pena pois leitor óptico ruim 
5870,botão esquerdo parou funcionar segundo dia uso 
5871,mouse precisão nenhuma algumas hora trabalho mão fica dolorida tanto usar força controlar 
5872,Aparelho veio pilha descarregada 
5873,mouse funcionar toda fez fico alguns minutos usá - lo troquei usb porta resolveu problema usb pilha preciso tirar colocar novamente funcione porém algumas vezes faz voltar vontade Deus 
5874,Quebrou fácil indico 6 meses parou funcionar Acionei garantia peguei outro vou deixar reserva pois comprei outra marca melhor 
5875,Dinheiro perdido :( 
5876,mouse funcionar toda fez fico alguns minutos usá - lo troquei usb porta resolveu problema usb pilha preciso tirar colocar novamente funcione porém algumas vezes faz voltar vontade Deus 
5877,segundo mouse modelo dá problemas 1 ano meio ano garantia 3 meses comprei outra loja oferecia 3 meses 9 meses Deu problemas tenta mover ponteiro certos sites memso desabilitando aceleração hardware precisão continuava dar problemas recomendo 
5878,funciona 
5879,Péssimo vou comprar microsoft fazer voar pro lixo 
5880,funciona 
5881,funcionalidade desse mouse abaixo esperado pois apenas 6 meses uso botão rolagem funciona forma correta 
5882,funciona todas superfícies responder completo funciona quer 
5883,Comprei reserva cismei usar hoje veio quebrado pilha totalmente gasta troquei nova lacrada liga acende luz nada pior ? Devolver agência PRÓPRIAS Correios 55 reais paga gasolina risco corro pandemia Decepcionado Produto veio lacrado quebrado 
5884,mouse funciona bem bonito porém deu muita dor pulso fiquei tendinite pesado clique mole 
5885,segundo mouse modelo dá problemas 1 ano meio ano garantia 3 meses comprei outra loja oferecia 3 meses 9 meses Deu problemas tenta mover ponteiro certos sites memso desabilitando aceleração hardware precisão continuava dar problemas recomendo 
5886,Produto veio defeito pude avaliar 
5887,mause veio defeito funciona 
5888,3 semanas uso funciona nada ja troquei pilha nada Joguei dinheiro fors Diz garantina trabalho 30 reais preferir jogar 
5889,Comprei reserva cismei usar hoje veio quebrado pilha totalmente gasta troquei nova lacrada liga acende luz nada pior ? Devolver agência PRÓPRIAS Correios 55 reais paga gasolina risco corro pandemia Decepcionado Produto veio lacrado quebrado 
5890,Comprei agosto parou funcionar outubro agora consigo trocar péssimo super frágil caro esperando contato vendedor hj 
5891,pouco 3 meses deu defeito 
5892,produto ma qualidade funciona 
5893,bom funcionamento distâncias maiores metro Trava bastante olha trocamos pilha tudo ver melhorava continua ruim 
5894,mouse funcionar toda fez fico alguns minutos usá - lo troquei usb porta resolveu problema usb pilha preciso tirar colocar novamente funcione porém algumas vezes faz voltar vontade Deus 
5895,Mouse bom frágil scroll ( botão rolagem ) deu problema 
5896,funciona 
5897,Veio faltando transmissor wireless 
5898,produto ótimo design bonito funciona bem parte entrega péssima entregaram produto vizinho mesma rua porque primeiro nome igual sendo número casas diferente pior entregou pessoa conhecia acabou abrindo pacote ainda bem sabia devolveu total falta profissionalismo parte entregador entregar produto casa números diferentes usando nome identificar 
5899,aparelho bom pequeno portanto tão ergonômico assim 
5900,Enviou outra cor Comprei mouse vermelho chegou prata Chateada 
5901,mouse começou apresentar defeito rolete central dentro 2 meses uso utilizo trabalhar Gostaria trocá - lo soluções 
5902,"pedido chegou ontem resolvi testar funcionando tentei trocar pilha jeito funcionou liga opção "" on "" "
5903,mouse bom pequeno porém 1 semana uso scroll ( rolamento ) começou fazer barulho rangendo toda vez rolava .. solicitei devolução 
5904,Recebi produto assim abri embalagem descobri USB conecta mouse PC veio comprei produto serve nada Joguei dinheiro 
5905,mouse veio pecinha conectora pc cujo nome desconheço ( bluetooth peça conecta pc mouse fio peça veio ) 
5906,mouse queimou menos ano uso 
5907,pequeno talvez maior problemas sensibilidade imprecisão ( segue linhas retas tendencia estranha pra esquerda ) péssimos !! arrependi compra olha gosto logitech dia compra larguei mouse vou comprar outro 
5908,Desconsiderar informação anterior ... achei onde USB ... primeira vez compro Logitech ... sabia USB vinha escondido mouse 
5909,Comprei abril 2021 validade ia maio funcionou bem agora outubro / novembro scroll começou dar problemas basicamente tenta ir pra baixo vai pra cima pura inversão daria pra fazer contrario adaptar fica engasgando dificulta leitura paginas escrita outro mouse mesma marca comprei outra loja mouse funciona bem problemas sei problema desse produto especifico marca loja fica aviso :) 
5910,transmissor instalado corretamente mouse simplesmente funciona Veio defeito 
5911,Enviou outra cor Comprei mouse vermelho chegou prata Chateada 
5912,Roda rolagem plástico duro faz barulho chato cada vez mobilizada 
5913,transmissor instalado corretamente mouse simplesmente funciona Veio defeito 
5914,Cursor fica rangendo durante movimentação mouse qualidade baixa alguns baratos Dinheiro jogado 
5915,mouse funciona bem bonito porém deu muita dor pulso fiquei tendinite pesado clique mole 
5916,decepcionada produto Funcionou mto bem dois primeiros meses ... hj três meses uso estragou Nunca caiu 
5917,mouse veio certinho porém veio receptor Gostaria saber Obrigada 
5918,Comprei reserva cismei usar hoje veio quebrado pilha totalmente gasta troquei nova lacrada liga acende luz nada pior ? Devolver agência PRÓPRIAS Correios 55 reais paga gasolina risco corro pandemia Decepcionado Produto veio lacrado quebrado 
5919,Cursor fica rangendo durante movimentação mouse qualidade baixa alguns baratos Dinheiro jogado 
5920,Cursor fica rangendo durante movimentação mouse qualidade baixa alguns baratos Dinheiro jogado 
5921,Comprei mouse achando menos funcionaria legal conta preço acontece ponteiro quieto mexe pouco seta treme toda dá fazer absolutamente nada serve uso clica lugares errados querer desastre trotal Devolvi imediatamente peguei modelo PEBBLE M350 melhores compras ano 
5922,produto veio plug on play sei onde reclamo 
5923,Achei mouse melhor Geralmente produtos Logitech bons porém mouse decepciona usuário avançado desse produto uso apenas navegações básicas assim gostei leitor óptico ruim falha constantemente mesa mousepad boa ergonomia pequeno encaixa bem mão opinião vale pena pois leitor óptico ruim 
5924,funcionalidade desse mouse abaixo esperado pois apenas 6 meses uso botão rolagem funciona forma correta 
5925,apenas semana comprei apresenta defeitos gostaria empresa observasse resolvesse problemas ( troquei pilhas parece ser defeito próprio mouse ) 
5926,funciona direito 
5927,Rolagem estragou após 13 meses frequentemente rolando direção contrária 
5928,luz embaixo mouse funcionando 
5929,menos mês scroll mouse passou fazer barulho utilizado consigo rolar scroll produza som arranhado lubrificação 
5930,pouco 3 meses deu defeito 
5931,primeiro momento gostei bastante produto recomendei outras pessoas 1 ano uso scroll funciona deveria utilizo rolagem obedece comandos decepcionada pois gostava dessa marca Verifiquei modelos dessa mesma marca dão defeito 
5932,transmissor instalado corretamente mouse simplesmente funciona Veio defeito 
5933,Comprei abril 2021 validade ia maio funcionou bem agora outubro / novembro scroll começou dar problemas basicamente tenta ir pra baixo vai pra cima pura inversão daria pra fazer contrario adaptar fica engasgando dificulta leitura paginas escrita outro mouse mesma marca comprei outra loja mouse funciona bem problemas sei problema desse produto especifico marca loja fica aviso :) 
5934,decepcionada produto Funcionou mto bem dois primeiros meses ... hj três meses uso estragou Nunca caiu 
5935,Enganado embalagem promete incluir token USB verdade engodo Nao comprem !!!!!!! armadilha decepcionante foto embalagem mostram mouse token USB ser conectado porem so vem Mouse induzindo cliente comprar algo serventia impossível funcionar senti lesado !!!!!!!! 
5936,"pedido chegou ontem resolvi testar funcionando tentei trocar pilha jeito funcionou liga opção "" on "" "
5937,1 ano qualquer problema mouse consumo pilhas menor mouse anterior Microsoft botão rolagem parou funcionar adequadamente após 1 ano uso espécie mal contato vezes rolo pra cima tela vai pra baixo acontece outra direção vezes rola pra cima volta pra baixo Uso pra trabalho apenas creio mal uso mouse 
5938,Modelo costuma ser bom acredito falta sorte … durou três meses ( uso normal transporte parado sempre lugar ). 
5939,venderam mouse ja defeito !! 
5940,Rolagem estragou após 13 meses frequentemente rolando direção contrária 
5941,mouse simples compatível preço Nesse ponto boa avaliação problema considero bem inconveniente receptor compatível Unifying informado lugar nenhum loja oficial Logitech notebook comprei mouse uso teclado Logitech fio usar porta USB teclado outra mouse note apenas 3 portas USB acho ruim Logitech deveria deixar bem claro 
5942,Frágil compartimento pilhas bem ruim pilhas ficam tortas contato péssimo mouse desliga tempo todo Impossível usar Infelizmente perdi prazo pra devolução agora mouse encostado fundo gaveta 
5943,aparelho bom pequeno portanto tão ergonômico assim 
5944,produto otimo chegou atrasado transportadora sempre entrega atrasado pessima 
5945,"Comprei outubro 2020 agora março 2021 começou dar problema barra rolagem ... ... dinheiro jogado ..., dado problema realmente ótimo mouse "
5946,pequeno talvez maior problemas sensibilidade imprecisão ( segue linhas retas tendencia estranha pra esquerda ) péssimos !! arrependi compra olha gosto logitech dia compra larguei mouse vou comprar outro 
5947,botão esquerdo parou funcionar segundo dia uso 
5948,funciona direito 
5949,Comprei reserva cismei usar hoje veio quebrado pilha totalmente gasta troquei nova lacrada liga acende luz nada pior ? Devolver agência PRÓPRIAS Correios 55 reais paga gasolina risco corro pandemia Decepcionado Produto veio lacrado quebrado 
5950,"Assim relatado outros usuários mouse recebi apresenta marcas uso "" pés "". irei realizar troca pois preciso mouse urgência trabalho conta toda burocracia encaminhar correios aguardar dias receber novo produto correr risco receber outro mesmas condições condições piores "
5951,mouse ruim sensor horrível bastante impreciso acostumado mouse fio qualidade logitech G203 Prodigy vai achar mouse horrível Apesar boa ergonomia sensor ruim impreciso prejudicando atrapalhando produtividade Joguei lixo mouse comprar pra quebrar mouse Bright melhor 
5952,"mouse bom porem "" roda "" move tela estragou rápido dai precisão ergonomia acaba sendo jogada pois toda vez preciso rolar tela peça feita pra estragada funciona "
5953,funciona 
5954,mouse funciona bem bonito porém deu muita dor pulso fiquei tendinite pesado clique mole 
5955,pequeno talvez maior problemas sensibilidade imprecisão ( segue linhas retas tendencia estranha pra esquerda ) péssimos !! arrependi compra olha gosto logitech dia compra larguei mouse vou comprar outro 
5956,botão esquerdo parou funcionar segundo dia uso 
5957,Mouse falha conexão vezes fica lenta pilha nova boa qualidade Horrível 
5958,produto ótimo design bonito funciona bem parte entrega péssima entregaram produto vizinho mesma rua porque primeiro nome igual sendo número casas diferente pior entregou pessoa conhecia acabou abrindo pacote ainda bem sabia devolveu total falta profissionalismo parte entregador entregar produto casa números diferentes usando nome identificar 
5959,posso avaliar produto ja funciona ja tentei todas formas sucesso compra desse produto Veio defeito 
5960,mouse funciona bem bonito porém deu muita dor pulso fiquei tendinite pesado clique mole 
5961,nao funciona lentidão voce joga pra lado demora ir fica delay Tentei ter dinheiro volta retorno Amazon aguardando 
5962,GOSTEI PRODUTO LIGA TROQUEI PILHA NADA 
5963,scroll ( botão rolagem ) falha durante uso praticamente funciona limita qualquer operação faça computador clique meio problemático mantem acionamento preciso arrastar algum conteúdo programas arquitetura AUTOCAD 
5964,posso avaliar produto ja funciona ja tentei todas formas sucesso compra desse produto Veio defeito 
5965,mouse leve mim altura baixa fica confortável mão - grande prefiro mouses robustos tamanho botão direito vezes comporta maneira estranha ... abre nova janela nova aba janela fazer download página web selecionado nenhuma opção 
5966,segunda vez compro mouse marca menos mês duas vezes vieram defeito primerio veio quebrado funcionar devolvendo loja segundo chegou hoje luz vermelha acende Apesar luz acender funcionando sei devo proceder 
5967,Veio conexão usb 
5968,Comprei agosto parou funcionar outubro agora consigo trocar péssimo super frágil caro esperando contato vendedor hj 
5969,Mouse bom frágil scroll ( botão rolagem ) deu problema 
5970,produto ma qualidade funciona 
5971,mouse leve mim altura baixa fica confortável mão - grande prefiro mouses robustos tamanho botão direito vezes comporta maneira estranha ... abre nova janela nova aba janela fazer download página web selecionado nenhuma opção 
5972,botão esquerdo parou funcionar segundo dia uso 
5973,devolver mouse pois veio defeito 
5974,veio plug conexão usb garantia anuncio 
5975,mouse veio certinho porém veio receptor Gostaria saber Obrigada 
5976,primeiro momento gostei bastante produto recomendei outras pessoas 1 ano uso scroll funciona deveria utilizo rolagem obedece comandos decepcionada pois gostava dessa marca Verifiquei modelos dessa mesma marca dão defeito 
5977,GOSTEI PRODUTO LIGA TROQUEI PILHA NADA 
5978,Veio faltando transmissor wireless 
5979,primeiro momento gostei bastante produto recomendei outras pessoas 1 ano uso scroll funciona deveria utilizo rolagem obedece comandos decepcionada pois gostava dessa marca Verifiquei modelos dessa mesma marca dão defeito 
5980,Impreciso trêmulo Pior Multilaser 25 contos viria substituir 
5981,peças além mouse pra ter vindo aqui ? dúvida ainda abri alguém pode dizer ? 
5982,botão esquerdo parou funcionar segundo dia uso 
5983,avaliação péssima pois produto funciona consigo devolver 
5984,Mouse bom frágil scroll ( botão rolagem ) deu problema 
5985,Faz ruído ... produto chinês péssima qualidade 
5986,mouse funciona bem bonito porém deu muita dor pulso fiquei tendinite pesado clique mole 
5987,mouse veio pecinha conectora pc cujo nome desconheço ( bluetooth peça conecta pc mouse fio peça veio ) 
5988,Impreciso trêmulo Pior Multilaser 25 contos viria substituir 
5989,Veio faltando transmissor wireless 
5990,Rolagem estragou após 13 meses frequentemente rolando direção contrária 
5991,Nao sorte produto apesar marca ser boa menos semana parou funcionar devolver so vi monte reclamação problema 
5992,produto aparece usado ... baixo aparelho botões arranhões produto novo arranhões ... 
5993,aparelho bom pequeno portanto tão ergonômico assim 
5994,Horrível pega jeito nenhum 
5995,Deu defeito menos mês uso Abri chamado logitech acionar garantia ainda resolvido 
5996,recebi Plug and Play junto mouse Produto incompleto contatando Amazon expondo problema enviaram novo mouse mesma marca modelo problema Inaceitável Ridículo 
5997,Faz ruído ... produto chinês péssima qualidade 
5998,mouse queimou menos ano uso 
5999,avaliação péssima pois produto funciona consigo devolver 
6000,3 semanas uso funciona nada ja troquei pilha nada Joguei dinheiro fors Diz garantina trabalho 30 reais preferir jogar 
6001,segunda vez compro mouse marca menos mês duas vezes vieram defeito primerio veio quebrado funcionar devolvendo loja segundo chegou hoje luz vermelha acende Apesar luz acender funcionando sei devo proceder 
6002,material produto bem fraco ergonomia péssima única praticidade tamanho mouse 
6003,Enganado embalagem promete incluir token USB verdade engodo Nao comprem !!!!!!! armadilha decepcionante foto embalagem mostram mouse token USB ser conectado porem so vem Mouse induzindo cliente comprar algo serventia impossível funcionar senti lesado !!!!!!!! 
6004,luz embaixo mouse funcionando 
6005,luz embaixo mouse funcionando 
6006,Ficou faltando conector USB 
6007,Ergonomia pouco eficiente botão esquerdo funciona forma irregular intermitente 
6008,mouse trava toda hora testei outros mouses troquei pilha problema produto fica caindo conexão todo momento atrapalhando trabalho 
6009,segunda vez compro mouse marca menos mês duas vezes vieram defeito primerio veio quebrado funcionar devolvendo loja segundo chegou hoje luz vermelha acende Apesar luz acender funcionando sei devo proceder 
6010,Produto veio defeito pude avaliar 
6011,Ficou faltando conector USB 
6012,Ficou faltando conector USB 
6013,Mouse apresentando falhas troquei pilha fica falhando cursor 
6014,produto otimo chegou atrasado transportadora sempre entrega atrasado pessima 
6015,recebi Plug and Play junto mouse Produto incompleto contatando Amazon expondo problema enviaram novo mouse mesma marca modelo problema Inaceitável Ridículo 
6016,"Comprei outubro 2020 agora março 2021 começou dar problema barra rolagem ... ... dinheiro jogado ..., dado problema realmente ótimo mouse "
6017,2º mouse logitech problema comigo .. simplesmente 3 4 meses uso parou funcionar .. Nunca compro .. horrível 
6018,produto veio defeito após trocar pilha funcionou 
6019,Gostaria informar após 6 meses uso mouse botão rolagem começou falhar Fiquei frutado curta duração 
6020,mouse funciona bem bonito porém deu muita dor pulso fiquei tendinite pesado clique mole 
6021,Produto atendeu aas expectativas pouco tempo uso parou conectar notebook 
6022,produto otimo chegou atrasado transportadora sempre entrega atrasado pessima 
6023,Ficou faltando conector USB 
6024,Gostaria informar após 6 meses uso mouse botão rolagem começou falhar Fiquei frutado curta duração 
6025,Dinheiro perdido :( 
6026,segunda vez compro mouse marca menos mês duas vezes vieram defeito primerio veio quebrado funcionar devolvendo loja segundo chegou hoje luz vermelha acende Apesar luz acender funcionando sei devo proceder 
6027,mouse bom pequeno porém 1 semana uso scroll ( rolamento ) começou fazer barulho rangendo toda vez rolava .. solicitei devolução 
6028,Comprei modelo conjunto teclado compatível fabricante pisou bola 
6029,funciona todas superfícies responder completo funciona quer 
6030,Após tentar muuuiiito mouse ligou após retirar embalagem 
6031,Extremamente pequeno baixo fica desconfortável adulto manusear 
6032,Enviou outra cor Comprei mouse vermelho chegou prata Chateada 
6033,aparelho bom pequeno portanto tão ergonômico assim 
6034,Infelizmente veio Pendrive receptor 
6035,Veio conexão usb 
6036,Impreciso trêmulo Pior Multilaser 25 contos viria substituir 
6037,segundo mouse modelo dá problemas 1 ano meio ano garantia 3 meses comprei outra loja oferecia 3 meses 9 meses Deu problemas tenta mover ponteiro certos sites memso desabilitando aceleração hardware precisão continuava dar problemas recomendo 
6038,avaliação péssima pois produto funciona consigo devolver 
6039,Ponto positivo agilidade entrega Ponto negativo uso dois mouse modelo comparando - perceber claramente qualidade bem inferior parece ser original pois diferem outro compraria novamente 
6040,mouse começou apresentar defeito rolete central dentro 2 meses uso utilizo trabalhar Gostaria trocá - lo soluções 
6041,Roda rolagem plástico duro faz barulho chato cada vez mobilizada 
6042,Mouse bom frágil scroll ( botão rolagem ) deu problema 
6043,Comprei mouse Logitech porque entendia boa marca Entretanto scroller parou funcionar após 4 meses uso aproximadamente 
6044,Roda rolagem plástico duro faz barulho chato cada vez mobilizada 
6045,Defeito 
6046,Comprei agosto parou funcionar outubro agora consigo trocar péssimo super frágil caro esperando contato vendedor hj 
6047,Dinheiro perdido :( 
6048,mouse veio pecinha conectora pc cujo nome desconheço ( bluetooth peça conecta pc mouse fio peça veio ) 
6049,Ergonomia pouco eficiente botão esquerdo funciona forma irregular intermitente 
6050,pareia 
6051,transmissor instalado corretamente mouse simplesmente funciona Veio defeito 
6052,Produto atendeu aas expectativas pouco tempo uso parou conectar notebook 
6053,Nao sorte produto apesar marca ser boa menos semana parou funcionar devolver so vi monte reclamação problema 
6054,devolver mouse pois veio defeito 
6055,mídia pôde ser carregada trabalha programas autocad revit civil 3D vale pena scroll mouse quebrou rápido 
6056,Veio defeito botão direito 
6057,Poderia ser melhor algo enrosca fica raspando mouse pad melhor usar recomendo Achei pouco largo d + usar compraria modelo novamente 
6058,Produto ruim particularmente gostei 
6059,Deu defeito menos mês uso Abri chamado logitech acionar garantia ainda resolvido 
6060,Parou funcionar rapido 
6061,1 ano qualquer problema mouse consumo pilhas menor mouse anterior Microsoft botão rolagem parou funcionar adequadamente após 1 ano uso espécie mal contato vezes rolo pra cima tela vai pra baixo acontece outra direção vezes rola pra cima volta pra baixo Uso pra trabalho apenas creio mal uso mouse 
6062,Desde comprei botão scroll nunca funcionou precisão rolo tela pra baixo dá leve rolada pra cima 
6063,produto chegou dentro prazo conforme anúncio Porém botão esquerdo defeito devolvê - lo Amazon 
6064,produto otimo chegou atrasado transportadora sempre entrega atrasado pessima 
6065,ate hj umas 9 horas manha tava funcionamdo agora sao 12 06 parou funcionar nada 
